passenger_id,pickup_latitude,pickup_longitude,pickup_location,destination_latitude,destination_longitude,destination_location,trip_urgency,estimated_trip_distance_km,ride_frequency,cancellation_tendency,passenger_rating,request_time,time_of_day,at_event,event_type,tip_amount
f22ef451-288c-43bc-a8f4-44166f42df6a,12.959456224689843,77.5425247354087,Govindraj Nagar,12.935135937625242,77.5304309577331,Mysore Road,Medium,3.0,Monthly,23.18,4.85,2025-03-16 06:43:13.367860,Morning,False,None,0
8e74097c-a06a-476a-a332-a196e93da071,13.021794945803352,77.63367141371286,Sarvagnanagar,12.971236686233423,77.5709515106895,Chickpet,Medium,8.8,Occasional,21.8,3.8,2025-03-16 07:34:13.368154,Morning,False,None,20
4c8e65f9-70e7-4954-882e-5b3c4c4f6b53,12.987494913498159,77.58388863212312,Gandhi Nagar,12.651709265016995,77.20271536369594,Channapatna,Medium,55.58,Occasional,18.49,4.46,2025-03-16 10:31:13.368447,Morning,False,None,30
59a980be-e166-4500-b534-281de9844b87,12.97093778830733,77.58166767498842,Gandhi Nagar,12.996100771357836,77.70563589216357,Mahadevapura,Medium,13.7,Monthly,18.89,4.25,2025-03-15 19:05:13.368737,Evening,True,Festival,10
e7371cd0-3392-468c-9cd4-e93d8a9adab0,13.060823318368586,77.59583540496794,Byatarayanapura,12.709333558054825,77.69427320611113,Anekal,Medium,40.44,Monthly,14.33,4.37,2025-03-16 12:25:13.369043,Afternoon,False,None,0
fda8045a-3a61-402d-885c-db18d2e85be8,12.991877302972377,77.69678769607228,Mahadevapura,12.961296661684157,77.56875859074715,Chamrajpet,Medium,14.26,Occasional,21.25,4.03,2025-03-16 15:46:13.369313,Afternoon,False,None,20
18c0d5ce-9d72-474e-ae4f-f29123858e1f,12.956047741272183,77.53286316325811,Govindraj Nagar,12.921579394843976,77.64394620870891,HSR Layout,Medium,12.61,Weekly,17.34,4.03,2025-03-16 12:31:13.369626,Afternoon,False,None,10
66f0cb6f-31e8-44f6-a6de-ca6c8d6ba729,13.053764860499586,77.59117832054437,Byatarayanapura,13.292624898038916,77.53229636694525,Doddaballapur,Medium,27.27,Occasional,6.51,4.31,2025-03-15 19:03:13.369891,Evening,False,None,10
edcd97b2-f0fd-4267-ab1e-55adeb4ff8c1,12.920025387913883,77.65720340415469,HSR Layout,13.299721335092498,77.53767997435249,Doddaballapur,Low,44.08,Occasional,9.06,4.28,2025-03-15 21:03:13.370178,Night,True,None,0
0c00d753-f137-4480-a005-91776818373f,12.913478793218705,77.55652382987485,Padmanabhanagar,13.002525263115896,77.68983738864844,Krishnarajapuram,High,17.48,Daily,2.84,4.51,2025-03-16 07:14:13.370517,Morning,False,None,0
64bf30a9-535e-4a58-a5e0-b7b370e4bd5b,12.721227412051501,77.3027919691647,Ramanagaram,12.907112779890262,77.59814121365172,JP Nagar,High,38.03,Occasional,19.54,4.16,2025-03-16 03:25:13.370785,Night,False,None,0
747a3ef0-fd51-49ff-86a5-6dfac2555a6d,12.910434246609146,77.61271082009085,BTM Layout,12.96796344777462,77.75515703290611,Whitefield,Low,16.68,Monthly,25.08,4.08,2025-03-16 07:15:13.371038,Morning,True,Conference,10
4c76c7ac-bcc1-4d99-8d0c-1472f0ca270a,13.10152251143809,77.40141366961305,Nelamangala,13.066042139469674,77.60038368692824,Byatarayanapura,Medium,21.88,Weekly,19.84,4.47,2025-03-15 18:40:13.371324,Evening,False,None,0
12838d7a-56c6-4512-879a-bc604633111b,12.961762492536664,77.52736174583106,Govindraj Nagar,12.984024961388869,77.6353670594093,Pulakeshinagar,Medium,11.94,Weekly,7.2,4.36,2025-03-16 16:10:13.371618,Afternoon,False,None,0
a98155a1-7411-4069-b604-89c8d3e67ec1,13.101199882889924,77.58676352167394,Yelahanka,12.935734615667167,77.58570675549643,Jayanagar,Low,18.37,Weekly,14.78,3.85,2025-03-16 14:48:13.371954,Afternoon,False,None,0
65c37454-e5a2-4d5a-8f73-cf8c018eef95,13.097943932756454,77.3971704023709,Nelamangala,12.943228704070739,77.52679070693979,Mysore Road,Medium,22.17,Daily,13.42,4.76,2025-03-15 20:04:13.372331,Evening,False,None,0
b3558b44-7115-483e-85e4-539a5f729827,12.65319292487248,77.20966768613899,Channapatna,12.54117975001731,77.42243461304598,Kanakapura,Medium,26.16,Occasional,21.95,4.54,2025-03-16 03:18:13.372782,Night,False,None,10
cb0d4b04-39d9-441b-b44d-d3fda40a1fb8,12.990545916406063,77.63241833570369,Pulakeshinagar,12.922695638572831,77.62641643511533,Koramangala,Medium,7.56,Monthly,13.9,3.74,2025-03-16 11:29:13.373154,Morning,False,None,50
ad772a46-81ef-475c-8818-ccd79e0dac1b,13.1056053610549,77.40378242034497,Nelamangala,13.013841807030776,77.54887712991682,Mahalakshmi Layout,Medium,18.71,Daily,9.45,4.6,2025-03-16 00:50:13.373568,Night,False,None,0
de3e7377-df5d-43e4-a89b-6fff28b23df1,13.290974773944754,77.54711203335603,Doddaballapur,13.039602734703227,77.62887240835234,Hennur,Medium,29.27,Weekly,14.99,3.64,2025-03-16 02:50:13.373961,Night,False,None,0
51b0c998-57f3-48f3-ad0f-83bd7e009a9e,13.039501210328341,77.59430278458959,Hebbal,13.015942375342036,77.63598094814306,Sarvagnanagar,High,5.21,Weekly,23.77,4.59,2025-03-16 12:55:13.374332,Afternoon,True,Sports,20
9ffe9a6b-a822-4726-8378-f038da40f3a2,13.03037314379423,77.55895158755173,Yeshwantpur,12.554290808698553,77.41072274393646,Kanakapura,Low,55.22,Daily,4.31,3.74,2025-03-15 20:24:13.374801,Evening,False,None,30
539e0b19-42d1-4380-9967-a1b9b9095ab5,12.90891370040436,77.60436244737099,BTM Layout,13.019697257694698,77.55735004342282,Yeshwantpur,High,13.31,Daily,21.61,3.5,2025-03-16 11:55:13.375206,Morning,False,None,0
7fc6138c-fcc4-4c21-a887-def18723f33d,12.905372110245501,77.61448966181628,Bommanahalli,12.987650953761731,77.7007765888742,Mahadevapura,High,13.06,Daily,40.77,4.99,2025-03-16 11:25:13.375623,Morning,True,Festival,10
a04d60da-a89d-4dbf-8746-a1be06a9d225,12.991340617244488,77.66284390884061,CV Raman Nagar,12.977931244351506,77.53688418013351,Vijay Nagar,Medium,13.7,Daily,16.97,4.49,2025-03-16 11:28:13.376048,Morning,False,None,0
d6dced53-4735-4069-848c-7d55eaa6be6b,12.899758079821389,77.59778122420836,JP Nagar,12.54201643458737,77.41435052754328,Kanakapura,Medium,44.39,Daily,10.24,3.77,2025-03-16 13:35:13.376453,Afternoon,False,None,0
97b181f6-ada0-4c95-a0a4-0af40c8bd9be,12.990459799936318,77.65907206228957,CV Raman Nagar,12.990434776950353,77.63626369877005,Pulakeshinagar,Medium,2.47,Monthly,10.82,3.57,2025-03-16 15:53:13.376846,Afternoon,False,None,0
2304a434-f812-49e0-b8c4-387a5e60df55,12.85452478281342,77.5901180703176,Bannerghatta,12.724509007280181,77.30270819873084,Ramanagaram,Medium,34.27,Occasional,25.55,4.78,2025-03-16 12:35:13.377207,Afternoon,False,None,0
7be3e4c4-1f8f-4a71-aff1-f9ebcbdc47d2,13.301637442275903,77.54312394205938,Doddaballapur,13.042728978788112,77.63699489308269,Hennur,Medium,30.48,Monthly,20.8,4.18,2025-03-15 20:21:13.377644,Evening,False,None,30
e5b31d1a-6959-4c2f-9791-0b95fb8031a4,13.005290555697858,77.69295419826052,Krishnarajapuram,12.972733010097738,77.75822522430187,Whitefield,Low,7.93,Weekly,5.75,4.91,2025-03-16 13:01:13.378023,Afternoon,False,None,20
a38a14e7-107b-4990-925e-0d188991d0b9,12.953028100003523,77.57608327737934,Chamrajpet,12.927743236976442,77.61401056469374,Madiwala,Low,4.97,Monthly,25.78,3.92,2025-03-15 19:27:13.378381,Evening,True,Concert,0
46c3ff6f-d7ac-4ba3-87e3-95ef95d0405f,12.70879269548188,77.30530255673375,Ramanagaram,12.961960022098665,77.5374727757921,Vijay Nagar,Medium,37.69,Weekly,5.59,4.73,2025-03-16 09:32:13.378858,Morning,False,None,10
d8c299fa-5e02-4ab5-b8dd-dc5b7b5078f6,13.039364505726567,77.50727999688776,Dasarahalli,12.975597988530492,77.57076422903627,Chickpet,Medium,9.86,Monthly,29.41,4.42,2025-03-15 23:14:13.379218,Night,False,None,0
ed8974b4-b83d-47ee-85c2-c50813afa3a7,12.902397760431624,77.63901198735346,Hosur Road,13.00431395486251,77.70581107849291,Krishnarajapuram,High,13.42,Occasional,21.79,3.72,2025-03-16 09:48:13.379564,Morning,False,None,10
be416b83-7751-43c1-8b9d-85e49ff968b8,12.957307947108731,77.57043934081031,Chamrajpet,12.977735601037756,77.57739847570076,Chickpet,Medium,2.39,Daily,15.11,4.73,2025-03-16 15:06:13.379872,Afternoon,True,Concert,0
b36f1bd2-3c13-414f-b7b0-d7cdbd2a262e,12.710190633377055,77.69669266048572,Anekal,12.8861419202342,77.63233352005727,Hosur Road,High,20.73,Daily,8.33,4.55,2025-03-15 19:24:13.380202,Evening,False,None,10
06b6feb9-cf55-4387-afd3-50de813f757c,12.714014507112086,77.29072122083674,Ramanagaram,12.987186977540228,77.54865266507498,Rajaji Nagar,High,41.2,Daily,30.57,3.96,2025-03-16 14:11:13.380518,Afternoon,True,None,20
58645347-ef90-41d6-8c10-bdc79dd6979c,12.977322851438718,77.57002647825007,Chickpet,12.854539061619157,77.60239311769472,Bannerghatta,Medium,14.07,Monthly,29.59,3.64,2025-03-15 22:57:13.380858,Night,True,Sports,0
1aae1056-eba1-481a-865d-1ec98321241f,13.020401316910702,77.57198813988717,Mekhri Circle,12.904127362027234,77.64333074545972,HSR Layout,Medium,15.04,Occasional,17.05,3.99,2025-03-16 02:36:13.381151,Night,False,None,0
8de52e80-76d7-4b3b-ac03-24ab0267f4f3,12.648604746841016,77.19740392294612,Channapatna,12.869415075508043,77.60587050525868,Bannerghatta,High,50.52,Monthly,21.45,4.85,2025-03-16 09:36:13.381408,Morning,False,None,20
0c70bd91-43a1-4ff1-87d7-125b133a3dfb,12.990853982935201,77.62604032816914,Pulakeshinagar,12.899720100333075,77.59547843513118,JP Nagar,Medium,10.64,Daily,19.34,3.82,2025-03-15 20:31:13.381709,Evening,True,None,0
98764269-0c0b-4b19-bbe3-720987b8f64a,12.959017933046594,77.69002670354152,Marathahalli,12.970410267323695,77.5297988599918,Govindraj Nagar,Medium,17.38,Monthly,12.54,3.71,2025-03-16 04:22:13.382006,Night,False,None,0
f6deb544-6651-47ab-8d52-3cc9744393d9,12.914059178839157,77.608322889057,BTM Layout,12.910500667316102,77.5855116026573,JP Nagar,Low,2.5,Daily,17.84,4.92,2025-03-15 17:36:13.382307,Evening,True,Conference,30
eb8d7931-4c6b-48a1-8807-4470fbdcb9f0,12.954355681423271,77.69026505514888,Marathahalli,12.89584951006085,77.62444497599257,Bommanahalli,Low,9.64,Weekly,34.17,3.6,2025-03-15 17:17:13.382644,Evening,False,None,10
b33bf3ab-db49-4ca6-b646-1c04e8c6d3be,13.251664184322923,77.72136249076318,Devanahalli,13.039144314604801,77.62447725790318,Hennur,High,25.81,Monthly,9.2,4.02,2025-03-16 12:49:13.382938,Afternoon,False,None,0
fca86f49-c3e1-4095-b4e7-5cebc32fd3a1,13.052607086881345,77.63441752617548,Hennur,13.030446413232085,77.5164485149763,Dasarahalli,Low,12.99,Occasional,17.96,4.51,2025-03-16 12:48:13.383184,Afternoon,False,None,0
710ded18-b3b3-4038-91aa-a69ee808fbda,12.996458169078515,77.62513688413905,Pulakeshinagar,13.294849610642975,77.53036095753808,Doddaballapur,Medium,34.67,Monthly,26.43,4.57,2025-03-16 01:22:13.383455,Night,False,None,0
45b853fc-af52-4598-99bf-0a89b7e6c32e,12.996976907194005,77.56189993222723,Rajaji Nagar,13.013509445003162,77.54935151602803,Mahalakshmi Layout,Medium,2.28,Occasional,20.47,4.44,2025-03-15 20:02:13.383717,Evening,False,None,30
95be5179-9958-4990-94f1-a9d89bdfb25e,12.975052632880429,77.66869976227186,CV Raman Nagar,12.912549156937098,77.562701981235,Padmanabhanagar,High,13.4,Daily,34.55,4.87,2025-03-16 01:13:13.383976,Night,False,None,10
54d16103-0ec1-4031-a05f-9bba6fc91922,13.025653222072386,77.59813520531543,Hebbal,13.007413563010246,77.70111020274376,Krishnarajapuram,High,11.32,Monthly,3.45,3.6,2025-03-15 19:48:13.384227,Evening,False,None,0
ddbf318c-629e-4ec6-b8c3-c74cf8c47013,12.64649282467753,77.19886040150905,Channapatna,13.012424743320437,77.70394990556771,KR Puram,Medium,68.07,Occasional,15.09,4.58,2025-03-16 11:17:13.384526,Morning,True,Concert,0
1d20febc-ee4a-44e9-8171-d47b818fbba1,12.904526261715468,77.5533605201308,Padmanabhanagar,13.010673213494956,77.57484485835559,Malleshwaram,High,12.01,Daily,13.9,4.79,2025-03-16 04:09:13.384886,Night,False,None,0
b3da85ce-b493-4330-8ea2-c5fba177fad3,12.940612332616842,77.5309850974596,Mysore Road,12.934324311811123,77.59270475649451,Jayanagar,High,6.71,Occasional,40.18,4.2,2025-03-15 17:13:13.385144,Evening,False,None,0
9b0382c8-9115-4259-b541-e881b2361473,13.010298621889326,77.58152818023686,Mekhri Circle,12.539028064871578,77.41085481231607,Kanakapura,Medium,55.47,Weekly,24.75,4.66,2025-03-16 04:29:13.385399,Night,False,None,0
254c9c03-4f21-4869-8312-da0ae5ba9b18,12.969772954463163,77.5712886945189,Chickpet,13.026489497354214,77.5435670148028,Mahalakshmi Layout,Medium,6.97,Weekly,29.01,4.22,2025-03-16 01:23:13.385733,Night,True,None,0
43418215-e6b9-46d2-9f7a-923494787c4e,12.907033348343685,77.60379264714321,BTM Layout,12.985839326121274,77.63886136889732,Pulakeshinagar,Low,9.53,Occasional,40.55,4.34,2025-03-16 13:10:13.386037,Afternoon,True,Festival,20
9808d505-e94f-491c-be36-fb9fb7d9639a,13.098663280017995,77.58904868267504,Yelahanka,12.924505673116444,77.52677492196817,Rajarajeshwarinagar,Low,20.47,Occasional,17.41,4.61,2025-03-15 22:36:13.386344,Night,False,None,0
9119921e-643c-4369-9a4d-9a45670e24d7,12.914005205233977,77.52659070875958,Rajarajeshwarinagar,13.035665534397726,77.59186105617677,Hebbal,High,15.24,Occasional,2.83,4.46,2025-03-16 04:47:13.386695,Night,False,None,0
5b048019-fd11-43ac-b423-9cabeb447806,13.039317209429445,77.59077098162501,Hebbal,12.991498128164155,77.54624289699636,Rajaji Nagar,Medium,7.17,Occasional,10.16,4.86,2025-03-16 09:37:13.387047,Morning,False,None,0
5fc5c960-bd92-4afa-ab28-59ed69e2a327,12.973924744921224,77.53027342517998,Vijay Nagar,12.949127707929756,77.54622763774346,Mysore Road,High,3.25,Daily,15.58,3.68,2025-03-16 00:51:13.387383,Night,False,None,0
1a01bb30-7243-4d44-9c5d-806097a017a6,13.021045780661698,77.51679515601448,Dasarahalli,13.01534063531012,77.56808780296099,Mekhri Circle,High,5.58,Daily,8.42,4.53,2025-03-16 16:27:13.387711,Afternoon,False,None,50
c706d142-2bb5-481f-9aa5-83ceff726180,12.912987914522747,77.64653184124433,HSR Layout,13.03695774233885,77.50488539093978,Dasarahalli,Low,20.59,Occasional,20.28,4.78,2025-03-15 16:53:13.387999,Afternoon,False,None,0
efc16feb-d0ad-4d86-ba83-f9dd3ceca2e3,12.901997034723282,77.59892013845392,JP Nagar,12.978668297075867,77.65957149243695,CV Raman Nagar,Medium,10.75,Weekly,31.1,4.68,2025-03-16 04:49:13.388283,Night,False,None,0
befbe00e-f083-46e1-b4ae-03013147df5e,12.871077459690897,77.58812461976932,Bannerghatta,12.716355726064615,77.30799136623088,Ramanagaram,Medium,34.83,Weekly,28.85,4.93,2025-03-16 10:47:13.388603,Morning,False,None,0
357f3986-1633-4488-9e1b-5f863ebc0d12,12.952019174910356,77.6939828059833,Marathahalli,12.969302998610946,77.5355656563352,Vijay Nagar,High,17.24,Daily,15.27,4.98,2025-03-15 21:56:13.388893,Night,False,None,0
b4904503-875f-4cd1-8e43-fce730db278f,12.902481347891845,77.64178437713869,HSR Layout,12.964632278867697,77.57945716357744,Chamrajpet,Low,9.65,Weekly,23.88,3.82,2025-03-15 21:01:13.389179,Night,False,None,10
fb4d7291-d291-4de6-b67c-9d629c52f037,13.065885473651349,77.79617409474399,Hoskote,12.922903134595662,77.5851274654622,Jayanagar,Medium,27.8,Weekly,11.61,4.42,2025-03-15 17:40:13.393623,Evening,False,None,0
f9062a61-4edb-4c10-bb7f-186d6129c407,13.03915812539331,77.5220106555518,Dasarahalli,12.920752622853325,77.64517590956255,HSR Layout,High,18.71,Occasional,16.64,4.89,2025-03-15 23:42:13.393967,Night,False,None,10
60dfabf7-0023-41c1-8236-b6554b669080,12.869924553143946,77.59866480089698,Bannerghatta,12.92602826199344,77.61360027700302,Madiwala,Medium,6.43,Weekly,16.37,4.84,2025-03-16 09:59:13.394238,Morning,False,None,0
fb29422a-21b7-4d7d-bbb2-556b88f7bedf,12.921400558015243,77.52341852533387,Rajarajeshwarinagar,12.902007632440695,77.63377401393691,Hosur Road,Low,12.13,Daily,17.06,4.95,2025-03-15 23:17:13.395551,Night,False,None,0
91efec4b-15da-4131-af6d-57bcff24fe34,13.00594868872157,77.56211208430797,Malleshwaram,12.91844367854625,77.57199744678049,Padmanabhanagar,High,9.77,Weekly,12.38,3.99,2025-03-16 06:08:13.395840,Morning,False,None,0
8b44a974-87a7-4fcd-8628-4296cad4207f,13.014264368377397,77.64751232926945,Sarvagnanagar,12.923395550077265,77.57646108603805,Jayanagar,Medium,12.68,Daily,8.53,3.78,2025-03-16 03:43:13.396102,Night,True,Festival,0
9d955c53-f12a-4506-a175-3bd64360db61,13.023100077214549,77.51219318658313,Dasarahalli,13.067798083926949,77.80327783356259,Hoskote,Medium,31.87,Occasional,25.75,3.82,2025-03-15 16:58:13.396397,Afternoon,False,None,0
5550f173-74de-463f-9b09-ad030e24262b,12.967049919574483,77.74739947672298,Whitefield,12.912922673565014,77.55292064688852,Padmanabhanagar,Low,21.88,Weekly,14.37,4.85,2025-03-16 15:49:13.397736,Afternoon,False,None,0
503ab4a5-77b3-467a-b986-d08815975430,12.977833510487725,77.60397693508955,Shivajinagar,12.926109609476196,77.5893077339312,Jayanagar,High,5.96,Occasional,11.63,4.3,2025-03-15 20:06:13.397983,Evening,False,None,10
ccafd2ea-1727-448b-914f-bf1aa969316c,12.965671185977486,77.68864571897366,Marathahalli,12.992012290389283,77.55117877434799,Rajaji Nagar,Low,15.15,Monthly,15.09,3.86,2025-03-16 12:04:13.398223,Afternoon,True,Festival,0
5ccceb55-de78-4368-936a-03a58cf67914,12.95794202699274,77.68999190937609,Marathahalli,12.970293275018937,77.58246350833241,Chickpet,Medium,11.71,Daily,2.51,3.67,2025-03-16 15:46:13.399571,Afternoon,False,None,10
b7a0af17-b6fe-4517-b209-797ccbe38bde,13.055844410114362,77.58682986228197,Byatarayanapura,13.049726280406578,77.62649646637149,Hennur,Low,4.34,Daily,15.97,4.88,2025-03-16 06:53:13.399874,Morning,False,None,0
d5f590ec-9b8e-4a78-ba04-7280f4cdb520,13.009589246077459,77.70452394968831,KR Puram,13.01427005094544,77.64987420182658,Sarvagnanagar,Low,5.93,Weekly,56.67,4.27,2025-03-16 03:35:13.401265,Night,False,None,20
3527b550-6f9d-4716-98a8-324162b301cb,13.01004440833906,77.58232859785365,Mekhri Circle,12.917776737911318,77.62060671301916,Madiwala,Low,11.05,Occasional,16.57,3.62,2025-03-16 05:09:13.402124,Morning,False,None,0
0a5a3c29-8f2b-4290-bf7c-0e0f5b204ac5,12.92423403133095,77.58146006850659,Jayanagar,12.97605303124588,77.63341997345672,Indiranagar,High,8.04,Occasional,10.1,4.1,2025-03-16 00:39:13.403047,Night,False,None,0
a7e8ace7-2d9a-432a-bd8e-acb70d1bfb61,13.00574040862157,77.69689575872302,KR Puram,12.934196683655774,77.56439927146839,Basavanagudi,High,16.38,Weekly,8.47,3.66,2025-03-16 12:45:13.404308,Afternoon,True,None,50
cdfc88fe-786d-4b20-af59-c85b2771f37e,13.034919000677956,77.59996135414937,Hebbal,12.921744020034268,77.51469836997826,Rajarajeshwarinagar,Low,15.58,Monthly,26.73,3.64,2025-03-15 18:15:13.408187,Evening,False,None,20
b913d876-a422-41df-b666-71e464c39998,13.033357991658779,77.54964496202075,Yeshwantpur,12.944059533165209,77.5614162255688,Basavanagudi,High,9.99,Weekly,11.81,3.94,2025-03-16 04:25:13.408781,Night,False,None,0
4bcdeb63-63a1-4182-8154-d724ebbdeb43,12.962057866369934,77.57834126352243,Chickpet,12.938953249498526,77.57843919661583,Jayanagar,High,2.56,Weekly,15.04,4.17,2025-03-15 16:53:13.409035,Afternoon,True,Concert,20
