driver_id,passenger_id,distance_to_pickup_km,estimated_pickup_time_mins,traffic_factor,base_fare,base_trip_fare,market_surge_factor,surge_fee,passenger_tip,driver_multiplier_bonus,total_passenger_payment,total_driver_earnings,effective_multiplier,compatibility_score,is_long_distance_pickup,event_awareness_score,driver_location,passenger_pickup_location,passenger_destination_location,driver_coin_multiplier,is_towards_home
0f0995b5-253b-4d1a-9b10-7940517bb361,cccf3ed7-242c-493f-aeb3-9377e837d0c5,7.43,52.18,2.34,30,77.85,1.99,76.78,10,19.46,164.63,184.09,2.36,22.66,True,47.0,JP Nagar,Gandhi Nagar,Vijay Nagar,1.25,False
9659a18a-93b1-4e27-afac-4fd02b49b574,4d2aad0e-d5ac-49e2-a102-18bb82eaf08c,8.7,49.18,1.89,30,99.6,1.15,14.74,0,0.0,114.34,114.34,1.15,33.4,True,0.0,Vijay Nagar,Madiwala,Shanti Nagar,1.0,False
279cfa62-1bf9-4eb2-902d-4f56ebf059d1,0b17a654-afbd-47c7-b8bb-22ed631296f2,52.16,437.9,2.8,30,371.55,2.11,412.08,10,0.0,793.63,793.63,2.14,27.0,True,55.0,Channapatna,Bommanahalli,Anekal,1.0,True
982a8dee-e025-40d8-8c1e-46c424077797,afb0561a-df6b-4091-83af-31d109140fb8,18.66,69.88,1.25,30,161.55,1.0,0.0,10,0.0,171.55,171.55,1.06,65.0,True,0.0,Hoskote,Indiranagar,Hebbal,1.0,True
447418ed-bc5d-4c0e-b165-bdc71a4c93fd,53bd32c6-f625-473b-aade-bb6318e59d11,8.02,19.34,0.8,30,130.5,1.0,0.0,10,0.0,140.5,140.5,1.08,49.88,True,0.0,Chamrajpet,Hebbal,Indiranagar,1.0,False
914f423e-8264-4ee5-bf55-c9c1765c6fe4,b4b16968-d58c-47c7-8004-96cf647f32e9,23.42,109.08,1.55,30,172.5,1.0,0.0,10,0.0,182.5,182.5,1.06,61.85,True,0.0,Devanahalli,Byatarayanapura,Shivajinagar,1.0,True
8f7efcfc-0951-4ab1-9237-307f7a85623f,942c91b5-38aa-415f-937b-c256ffaf8f6b,13.18,85.8,2.17,30,1022.7,1.42,430.77,0,0.0,1453.47,1453.47,1.42,49.4,True,0.0,Ramanagaram,Channapatna,Krishnarajapuram,1.0,True
49a74bc4-df90-445a-b1ed-2668971ba344,2177136c-e28f-4928-8799-c30558048286,6.41,33.94,1.77,30,135.6,1.0,0.0,0,0.0,135.6,135.6,1.0,52.02,True,0.0,Koramangala,Chamrajpet,Pulakeshinagar,1.0,False
01e93829-3bc6-4584-8d36-727cf7ce3787,a04d60da-a89d-4dbf-8746-a1be06a9d225,31.92,133.01,1.39,30,235.5,1.42,98.31,0,0.0,333.81,333.81,1.42,56.6,True,0.0,Anekal,CV Raman Nagar,Vijay Nagar,1.0,True
c4a390a8-cc55-4050-8e03-a95c0ce2908a,9f5ac528-8dc7-401a-b835-2c1192bf16e0,8.33,20.72,0.83,30,598.65,1.0,0.0,20,149.66,618.65,768.31,1.28,93.34,True,0.0,Madiwala,CV Raman Nagar,Doddaballapur,1.25,True
8a5ffa53-0b46-4a47-8b0d-6c49e0a16c21,b5bae2cb-888f-4e6a-b66b-e85bdf2dc3a6,42.94,168.57,1.31,30,380.85,1.0,0.0,30,0.0,410.85,410.85,1.08,90.0,True,0.0,Anekal,Hoskote,Byatarayanapura,1.0,True
6698a925-44d6-4d27-9afb-81ea52598c4f,60c9dec1-67c7-4ca7-b196-cf88384b68a2,19.03,63.53,1.11,30,217.95,1.0,0.0,10,0.0,227.95,227.95,1.05,45.0,True,0.0,Vijay Nagar,KR Puram,Hebbal,1.0,True
7af21e08-e029-4825-842a-a6b3453196c9,dbd7d1ab-8990-4643-9740-ef30e223732d,12.05,60.62,1.68,30,204.9,1.0,0.0,10,0.0,214.9,214.9,1.05,29.37,True,0.0,Hennur,Koramangala,Rajarajeshwarinagar,1.0,False
5e3abf5f-3f17-4279-b4fd-b727d1959783,ac11060a-25a8-4575-91a7-33e5f51482f2,10.54,59.99,1.9,30,172.35,1.0,0.0,10,0.0,182.35,182.35,1.06,16.14,True,0.0,HSR Layout,Gandhi Nagar,Hennur,1.0,False
3a30dc30-a9aa-466c-8dc4-633e8bea4899,d806288f-73f9-41ad-8d53-f0d41c8b57b3,4.16,18.36,1.47,30,55.05,2.0,55.06,10,0.0,120.11,120.11,2.18,100.0,False,57.0,Vijay Nagar,Gandhi Nagar,Rajaji Nagar,1.0,True
212ab2e2-5aec-4d98-83b3-7e7063385498,f01ba281-38be-420e-bb38-a79d6fa1fe31,11.71,54.28,1.54,30,155.25,1.22,34.69,10,0.0,199.94,199.94,1.29,62.31,True,33.0,Shivajinagar,Rajarajeshwarinagar,Gandhi Nagar,1.0,True
ccc4db6e-dc1e-4215-a780-e2d672b4ce67,70f137de-4de6-4aa0-a19b-133a1a6efe87,14.78,101.18,2.28,30,228.15,1.41,93.67,0,0.0,321.82,321.82,1.41,61.2,True,0.0,Byatarayanapura,Mysore Road,Byatarayanapura,1.0,True
4cf7af2b-b129-4145-a65c-06e22f4effd9,a6d8c7e5-6700-4d61-98d1-341c16b52fbf,25.68,62.46,0.81,30,441.9,1.0,0.0,10,0.0,451.9,451.9,1.02,40.0,True,0.0,Madiwala,Hoskote,Yeshwantpur,1.0,False
f2f242c4-2034-426f-8914-e6852144d4ab,0a6adeb2-31c6-4ff5-b870-b076fbfa157e,43.51,168.3,1.29,30,278.4,1.0,0.0,0,0.0,278.4,278.4,1.0,75.0,True,0.0,Ramanagaram,Dasarahalli,Madiwala,1.0,True
351a0ceb-5db6-42aa-b0b0-dbc114c9a4fe,ad62e059-4a85-4039-8f68-bd62fce93c9d,12.76,96.14,2.51,30,803.55,1.08,67.24,50,0.0,920.79,920.79,1.15,45.0,True,0.0,Chickpet,Marathahalli,Magadi,1.0,False
ba86a609-e6b9-43af-aee8-669162c9e24d,73141334-7909-4393-93d7-b052211328ec,41.71,163.46,1.31,30,597.9,1.0,0.0,0,0.0,597.9,597.9,1.0,40.0,True,0.0,Byatarayanapura,Anekal,Hennur,1.0,True
3d5c1e4d-3a16-4bea-be1e-c73350deb91d,43dc9fa8-3a07-4395-8397-ab83590c20eb,10.86,45.45,1.39,30,81.3,1.19,15.66,0,20.32,96.96,117.29,1.44,30.0,True,99.0,Govindraj Nagar,Koramangala,JP Nagar,1.25,False
1f56c5e7-9b60-4c81-93dd-9cbf88188840,6d03aa75-a9ef-4160-b5b4-7e13e99d59fa,27.43,134.73,1.64,30,472.35,1.23,109.99,50,0.0,632.34,632.34,1.34,74.97,True,0.0,KR Puram,Devanahalli,Indiranagar,1.0,True
088d8500-3f7a-405a-ae3a-5bbce17fb965,73821854-9bac-453d-9dd8-9ca905660277,47.31,129.44,0.91,30,843.3,1.0,0.0,10,0.0,853.3,853.3,1.01,40.0,True,0.0,Pulakeshinagar,Ramanagaram,KR Puram,1.0,False
cbbd6ec3-389b-4e42-b1fd-694681a17551,bf27e00f-b071-4bb5-b728-ef4c33903590,8.36,30.05,1.2,30,240.6,1.01,2.95,0,0.0,243.55,243.55,1.01,43.2,True,0.0,Shivajinagar,Padmanabhanagar,Dasarahalli,1.0,False
efc6638b-1e14-4ed9-a2f7-9c9b74a8d1d6,523494f1-6008-4e4e-925a-3b987bf09743,11.45,32.2,0.94,30,165.9,1.0,0.0,20,0.0,185.9,185.9,1.12,70.0,True,0.0,Marathahalli,Hennur,Mahadevapura,1.0,True
7bc00a1a-7027-42a2-8daa-1977aec594d4,42ee2464-1f54-4089-bc90-7fa86d47f1ae,49.55,231.63,1.56,30,647.85,1.48,309.6,0,0.0,957.45,957.45,1.48,57.11,True,0.0,Koramangala,Kanakapura,Bannerghatta,1.0,False
44053565-afb1-43d1-8cc7-57ff4880d8dc,4254b0f5-2fc2-4488-a77d-372a0f9a4982,13.55,73.92,1.82,30,124.8,1.0,0.0,0,0.0,124.8,124.8,1.0,55.91,True,0.0,JP Nagar,Mahalakshmi Layout,Hebbal,1.0,True
413ecb34-8cc3-4cb5-9a6f-8532102774e0,0a5a3c29-8f2b-4290-bf7c-0e0f5b204ac5,13.04,41.92,1.07,30,150.6,1.0,0.0,0,37.65,150.6,188.25,1.25,35.0,True,0.0,Hebbal,Jayanagar,Indiranagar,1.25,False
6fd9efee-6284-4d4a-8b36-789bf049022a,2400d2a2-2806-4777-942a-c1910089d8f6,50.94,297.78,1.95,30,568.8,1.0,0.0,0,0.0,568.8,568.8,1.0,0.0,True,0.0,Channapatna,Basavanagudi,Magadi,1.0,False
0f04dd73-eb4f-4c91-8fbc-cbd39947c804,42bad91c-b670-44af-a18b-319c07d3fa17,78.32,366.12,1.56,30,487.65,1.0,0.0,0,0.0,487.65,487.65,1.0,51.51,True,0.0,Channapatna,Hoskote,Govindraj Nagar,1.0,True
81aed500-c40a-4c42-9c11-975e72c66573,d5270361-8386-47f2-9523-a9a125289f1a,60.89,375.64,2.06,30,679.5,1.86,582.78,0,169.88,1262.28,1432.16,2.11,44.2,True,88.0,Byatarayanapura,Kanakapura,Rajarajeshwarinagar,1.25,True
5b3a2fe4-d34e-4acd-be49-adb939dc9f1d,3829c710-b975-4be4-9102-abada111aa8b,0.77,6.02,2.6,30,682.35,1.26,178.82,30,0.0,891.17,891.17,1.31,94.0,False,0.0,Doddaballapur,Doddaballapur,HSR Layout,1.0,True
8584fd41-a343-43a7-9a3d-65846fde0dc4,838c4d0f-92c8-4fb0-8152-128cadf03f38,5.69,30.11,1.76,30,257.7,1.07,17.35,0,0.0,275.05,275.05,1.07,60.72,True,93.0,HSR Layout,Indiranagar,Rajarajeshwarinagar,1.0,True
ef72a3dc-43cb-45e2-954f-9c9e6f079358,ac5ee385-d7ed-41a3-acc1-f47cc220a8af,6.2,33.59,1.81,30,963.6,1.27,260.79,0,0.0,1224.39,1224.39,1.27,56.23,True,0.0,Hennur,CV Raman Nagar,Channapatna,1.0,True
41051095-f87f-4a22-963e-a30b190d2e3d,9b0382c8-9115-4259-b541-e881b2361473,2.98,15.05,1.69,30,862.05,1.0,0.0,0,0.0,862.05,862.05,1.0,73.89,False,0.0,Mahalakshmi Layout,Mekhri Circle,Kanakapura,1.0,False
174e201c-5825-4704-8709-7915fd428be7,76a14503-9a25-4782-8c0c-843f86e80af2,42.87,282.01,2.19,30,88.95,1.09,7.94,20,0.0,116.89,116.89,1.31,40.0,True,0.0,Kanakapura,Padmanabhanagar,Jayanagar,1.0,True
de894c35-f64b-40f2-9f83-126bee62ce25,b0a07394-7e27-4641-bc1c-5535b35fcd2e,10.57,55.46,1.75,30,94.05,1.0,0.0,0,23.51,94.05,117.56,1.25,35.02,True,0.0,Shivajinagar,Marathahalli,KR Puram,1.25,False
f2a0b6fa-9113-42cf-a633-77a258ca3317,661c6910-4b0c-416a-a95d-9eb6494070e3,50.04,363.89,2.42,30,154.95,1.87,134.72,20,0.0,309.67,309.67,2.0,53.6,True,49.0,Kanakapura,Shanti Nagar,HSR Layout,1.0,True
1662e799-82cd-4233-bf69-d98a26aa06d8,147a0871-a499-47be-bd98-437492f638be,17.88,90.04,1.68,30,654.6,1.0,0.0,20,0.0,674.6,674.6,1.03,74.3,True,0.0,HSR Layout,Byatarayanapura,Magadi,1.0,True
523aa17b-ba45-4f43-9fb5-a74ec94cd276,7ce95290-9f4c-4bcf-b267-673080a42ffc,11.68,48.39,1.38,30,779.1,1.0,0.0,0,194.77,779.1,973.87,1.25,35.0,True,0.0,Byatarayanapura,KR Puram,Magadi,1.25,False
0e5c113b-7375-4df2-8134-5e29fcf0e997,977d2521-cbdb-4ffd-a8d1-2423a9257371,9.49,33.98,1.19,30,88.95,1.0,0.0,0,0.0,88.95,88.95,1.0,17.56,True,0.0,Vijay Nagar,Hebbal,Mahalakshmi Layout,1.0,False
edc2d7d4-bd56-45d9-92a7-74d2741b2aa8,e687ae2d-42e1-4e23-8952-ec6e417472e3,8.38,53.3,2.12,30,136.8,1.29,39.55,0,0.0,176.35,176.35,1.29,44.71,True,0.0,CV Raman Nagar,Koramangala,Padmanabhanagar,1.0,False
ea602f51-4fd6-4e30-b4e0-3c8748315e44,5bdff869-d272-4b20-b0d5-cbdc0f2cf7e8,12.89,39.97,1.03,30,87.45,1.84,73.44,0,0.0,160.89,160.89,1.84,79.4,True,42.0,Sarvagnanagar,Govindraj Nagar,Gandhi Nagar,1.0,True
3e5ac0fe-b849-4a4c-bd4e-14801bc47cf1,206ec6dd-b7b9-4653-badf-034676bf75c0,23.58,112.3,1.59,30,605.85,1.0,0.0,10,0.0,615.85,615.85,1.02,59.77,True,0.0,Whitefield,Vijay Nagar,Ramanagaram,1.0,True
0c4013ab-c925-43cc-a378-7670b7567c1e,439eb704-ba7c-4b2c-bca0-0ea0de9f4a0e,16.89,93.42,1.84,30,186.0,1.23,42.4,10,0.0,238.4,238.4,1.28,57.99,True,0.0,Dasarahalli,CV Raman Nagar,Basavanagudi,1.0,True
0ab92aaf-b2c2-4f59-a64d-9c55ec079b6c,3ae3d083-52fd-4d4d-8efc-2ed71efe2755,51.71,180.68,1.16,30,221.25,1.29,65.08,10,55.31,296.33,351.65,1.59,57.2,True,0.0,Kanakapura,Shivajinagar,Yelahanka,1.25,True
7dbebddc-7f8a-4820-9b8c-d87cdc61e15f,8d43f4e5-68e0-4a16-8e0d-5e5c6193894b,46.51,244.57,1.75,30,732.9,1.48,350.93,0,0.0,1083.83,1083.83,1.48,57.03,True,68.0,Hosur Road,Kanakapura,Jayanagar,1.0,True
86cbfba2-c96c-4820-a7a3-b0c6e323a9c2,36090d72-694c-48d3-b9d0-12330737f4eb,3.24,20.49,2.11,30,170.25,1.59,101.14,30,0.0,301.39,301.39,1.77,60.6,False,37.0,Padmanabhanagar,Mysore Road,Yeshwantpur,1.0,False
a075fcce-cc30-43b2-8c00-a98150988b2a,66f0cb6f-31e8-44f6-a6de-ca6c8d6ba729,50.4,188.13,1.24,30,439.05,1.49,214.37,10,0.0,663.42,663.42,1.51,90.2,True,0.0,Ramanagaram,Byatarayanapura,Doddaballapur,1.0,True
7596eaab-885e-4d89-ae59-0b3f395a4fa7,4700548b-8615-4722-b8c5-2c8571702d27,27.86,96.97,1.16,30,54.9,1.0,0.0,0,0.0,54.9,54.9,1.0,40.0,True,0.0,Hoskote,JP Nagar,BTM Layout,1.0,True
547cd5f1-a096-4cc7-be5c-6bee137ef5a8,0514075b-d3fe-4561-928a-08fbc060158e,29.12,176.96,2.03,30,298.05,1.3,88.98,0,0.0,387.03,387.03,1.3,45.2,True,0.0,Indiranagar,Nelamangala,Yeshwantpur,1.0,True
a7112b41-da13-4e13-aa4c-7817c1002b6b,82e71b96-f517-4bc5-8610-8e1c4eea68f8,51.31,291.61,1.89,30,748.8,1.0,0.0,10,0.0,758.8,758.8,1.01,41.34,True,0.0,Magadi,Kanakapura,Govindraj Nagar,1.0,True
118ad3eb-ae54-4c64-90c0-f248bcd24e05,7484df46-1e63-4d6c-b0ab-a788309f1e6e,6.01,35.31,1.96,30,474.3,2.19,563.25,0,0.0,1037.55,1037.55,2.19,27.23,True,73.0,Madiwala,Shanti Nagar,Anekal,1.0,False
39930844-be30-40d0-b24b-a9e7e6350e64,c3521011-4686-4667-8476-650581cbc0a1,14.74,73.62,1.67,30,159.15,1.34,53.94,0,39.79,213.09,252.88,1.59,38.48,True,0.0,Madiwala,Mahalakshmi Layout,Chamrajpet,1.25,False
10e34d6d-ca20-4cf1-b4c1-b51e097de928,43418215-e6b9-46d2-9f7a-923494787c4e,15.36,70.74,1.54,30,172.95,1.85,146.65,20,0.0,339.6,339.6,1.96,53.09,True,1.0,Hennur,BTM Layout,Pulakeshinagar,1.0,False
198aaba0-f17f-4ad1-aaa3-a75263206aa4,77e46858-f2d1-41f9-8e7b-5995d8f398de,10.47,30.47,0.97,30,228.45,1.0,0.0,0,0.0,228.45,228.45,1.0,35.0,True,0.0,Govindraj Nagar,Hebbal,BTM Layout,1.0,False
1e95ac17-dcdc-40dd-8e1b-8cbbeefae385,9e4d7c47-a187-4e33-be99-5e0384175aba,60.19,435.54,2.41,30,226.05,1.11,24.54,10,0.0,260.59,260.59,1.15,35.0,True,0.0,Kanakapura,KR Puram,Hebbal,1.0,True
d4a08dd4-acae-4661-b697-9c616ee06cf9,ff086a0b-482e-4d84-a4cc-fc4d3be1c737,9.96,29.82,1.0,30,234.6,1.0,0.0,10,0.0,244.6,244.6,1.04,65.22,True,0.0,CV Raman Nagar,Hosur Road,Mekhri Circle,1.0,True
6c9e2b12-ffe0-485e-b187-6a356b3c0b88,6b04541f-5123-429b-ad8f-e0140ef2f31a,38.74,165.76,1.43,30,487.5,1.0,0.0,0,0.0,487.5,487.5,1.0,75.0,True,0.0,Yeshwantpur,Anekal,CV Raman Nagar,1.0,True
947b351a-1c64-4554-9469-b80757ee42b3,d194b652-19a6-4700-bbab-8b8aba50e322,3.27,13.16,1.34,30,178.35,1.0,0.0,10,0.0,188.35,188.35,1.06,100.0,False,0.0,Shivajinagar,Indiranagar,JP Nagar,1.0,True
fe2e7cc3-f314-4a24-b8e9-8c309a349515,dff6d1e6-0a16-47bd-bb3a-2b0094a1e7d4,7.64,44.05,1.92,30,171.0,1.0,0.0,0,0.0,171.0,171.0,1.0,26.5,True,0.0,Yeshwantpur,Hennur,Rajaji Nagar,1.0,True
76767b0d-4b41-4395-bf05-c06cb8c252f4,75f4285b-be8c-4f41-8d58-ba6a41e2d944,23.13,63.66,0.92,30,465.15,1.0,0.0,0,0.0,465.15,465.15,1.0,60.0,True,0.0,Magadi,Nelamangala,Pulakeshinagar,1.0,True
ad6fdd17-ab03-497f-957b-86fbb8b15152,6b495148-ac20-43ed-8848-56fdf32b5186,54.55,285.75,1.75,30,737.25,1.0,0.0,10,0.0,747.25,747.25,1.01,65.24,True,0.0,Mahalakshmi Layout,Kanakapura,Madiwala,1.0,True
daa5bc6d-aefe-4816-8997-7757d7fcb777,da077c15-020f-461a-a97f-21dbd7131745,12.36,73.46,1.98,30,855.0,1.44,378.74,0,0.0,1233.74,1233.74,1.44,19.1,True,0.0,Koramangala,Yeshwantpur,Kanakapura,1.0,False
84f30aff-d458-4026-8095-07aec8ca9cff,d067dc68-1dbd-43cd-9a52-315530904588,20.53,91.18,1.48,30,291.9,1.0,0.0,0,0.0,291.9,291.9,1.0,75.0,True,0.0,Whitefield,Basavanagudi,Yelahanka,1.0,True
1931d3e2-a233-401c-bc62-6cab56acb825,7042d020-ad58-4453-8bd8-caaec487d077,12.34,44.52,1.2,30,109.5,1.0,0.0,20,27.38,129.5,156.88,1.43,40.0,True,0.0,Padmanabhanagar,Dasarahalli,Mekhri Circle,1.25,False
5808ad4c-42ad-41d6-b117-45dac77c1d3e,158d541c-93a7-4043-91b1-e9531a4cdc29,54.56,306.13,1.87,30,139.65,1.0,0.0,0,0.0,139.65,139.65,1.0,32.77,True,0.0,Channapatna,Gandhi Nagar,Padmanabhanagar,1.0,True
a3a90c6f-bf2d-446b-bf85-507d14d6902a,1950a72d-10b4-47d1-a6b3-2cb185a6f4a8,25.39,92.35,1.21,30,337.65,1.0,0.0,0,0.0,337.65,337.65,1.0,40.0,True,0.0,Rajarajeshwarinagar,Whitefield,Byatarayanapura,1.0,True
60389c9a-b016-4b36-bcf3-2f52dcb4d4c3,84cc2aa2-4829-4c18-9cde-8fc263711088,51.51,205.67,1.33,30,868.05,1.0,0.0,0,0.0,868.05,868.05,1.0,40.0,True,0.0,Chickpet,Kanakapura,Yeshwantpur,1.0,True
76235663-6717-4e03-b759-40a36d1230ef,513a4480-6083-4024-9415-5939480237f6,24.28,60.56,0.83,30,182.4,1.0,0.0,0,0.0,182.4,182.4,1.0,60.0,True,0.0,Nelamangala,Rajarajeshwarinagar,Bommanahalli,1.0,True
c0f64fa7-151d-4fab-b878-79fc461c0690,68ac206f-307c-4354-8c24-8eb802d9a602,7.98,44.03,1.84,30,306.45,1.0,0.0,0,0.0,306.45,306.45,1.0,4.72,True,0.0,JP Nagar,Mysore Road,Krishnarajapuram,1.0,False
5ae1297f-22e0-4028-87e5-e230b30d7038,6b495148-ac20-43ed-8848-56fdf32b5186,48.99,224.31,1.53,30,737.25,1.0,0.0,10,0.0,747.25,747.25,1.01,38.43,True,0.0,Govindraj Nagar,Kanakapura,Madiwala,1.0,False
052e7597-9204-4e81-94ff-9a453f09c86c,c6ef9985-e5b3-47f6-b2b4-7c68b7075d2d,14.78,81.52,1.84,30,218.85,1.0,0.0,10,0.0,228.85,228.85,1.05,14.71,True,0.0,KR Puram,Chickpet,Marathahalli,1.0,False
3c008611-0507-485a-b59d-842a88004419,0edbe977-7c6f-4f51-aae0-1df570f027c0,16.48,129.24,2.61,30,138.6,2.18,163.86,0,0.0,302.46,302.46,2.18,45.8,True,80.0,Mahalakshmi Layout,KR Puram,Pulakeshinagar,1.0,True
dffc3384-e34f-48c0-a33a-3e78d8f7f360,b481a50f-d361-4805-a184-b6bf0e0a225e,10.46,60.14,1.92,30,249.75,1.4,101.1,0,0.0,350.85,350.85,1.4,52.98,True,68.0,Sarvagnanagar,Marathahalli,Bannerghatta,1.0,True
5474b6e1-9295-4112-92b8-6da6fe23a907,d67924d4-6430-4c24-9470-b5e3c8002704,13.09,48.91,1.25,30,180.0,1.0,0.0,30,0.0,210.0,210.0,1.17,50.0,True,0.0,Bommanahalli,Mahadevapura,HSR Layout,1.0,False
26f9077c-bf41-4908-9dc7-a168ba17fca3,42073e03-da37-4fb4-baeb-b435c7454c01,13.52,95.35,2.35,30,124.05,1.2,24.56,0,0.0,148.61,148.61,1.2,30.0,True,0.0,Byatarayanapura,Govindraj Nagar,Mahalakshmi Layout,1.0,True
